;Grid_Code;population_total_units;al_10_under;al_10_19;al_20_29;al_30_39;al_40_49;al_50_59;al_60_69;al_70_79;al_80_over;alk_18_under;alk_18_29;alk_30_49;alk_50_64;alk_65_over;fam_single;fam_married;fam_widowed;fam_divorced;fam_civil_partner;fam_civil_partner_deceased;fam_civil_partner_dissolved;fam_unknown;geb_germany;geb_eu27;geb_other_europe;geb_other_world;geb_other;ght_male;ght_female;re_roman_catholic;re_protestant;re_other;sg_germany;sg_eu27;sg_other_europe;sg_other_world;sg_other;sh_germany;sh_bosnia;sh_greece;sh_italy;sh_kazakhstan;sh_croatia;sh_netherlands;sh_austria;sh_poland;sh_romania;sh_russia;sh_turkey;sh_ukraine;sh_other;sk_germany;sk_abroad;sz_one;sz_mult_german_foreign;sz_mult_foreign_only;sz_unknown
15294;100mN33335E42389;49;3;0;5;7;8;5;5;10;6;3;5;15;9;17;19;15;7;8;0;0;0;0;41;3;3;3;0;19;30;3;23;23;48;0;0;0;0;48;0;0;0;0;0;0;0;0;0;0;0;0;0;48;0;48;0;0;0
15295;100mN33335E42390;18;3;0;0;0;4;3;3;0;3;3;0;4;3;7;7;6;3;3;0;0;0;0;18;0;0;0;0;7;11;0;15;3;18;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;18;0;0;0
15296;100mN33335E42391;15;3;3;0;3;3;3;3;3;0;5;0;4;3;4;6;9;0;0;0;0;0;0;13;0;3;0;0;5;10;0;3;12;12;0;3;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;3;12;3;14;0;0;0
15297;100mN33335E42392;63;7;9;4;6;14;11;8;3;3;14;6;20;16;7;30;27;3;3;0;0;0;0;53;5;3;0;0;29;34;15;17;31;55;0;7;0;0;55;0;0;0;0;0;0;0;0;0;0;6;0;0;55;8;54;8;0;0
15298;100mN33335E42393;103;6;8;15;12;17;19;11;9;6;14;15;29;27;18;48;40;8;7;0;0;0;0;91;4;0;5;3;48;55;17;44;42;95;4;0;3;0;95;0;0;0;0;0;0;0;0;0;0;0;0;6;95;8;99;4;0;0
15299;100mN33335E42394;83;6;8;14;9;19;8;10;8;0;11;17;28;11;16;44;30;3;6;0;0;0;0;70;9;3;0;0;39;44;8;39;36;74;8;0;0;0;74;0;0;0;0;0;0;0;0;4;0;0;0;3;74;9;81;0;0;0
15300;100mN33335E42395;48;3;3;6;6;9;12;7;0;3;5;6;15;16;6;21;15;4;8;0;0;0;0;35;8;3;3;0;29;19;11;13;24;35;9;3;0;0;35;0;0;0;0;0;0;0;0;0;0;3;0;9;35;13;47;0;0;0
15301;100mN33335E42396;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15302;100mN33335E42397;108;5;11;12;11;24;16;11;12;6;15;13;35;26;19;51;35;11;11;0;0;0;0;86;5;8;9;0;58;50;8;50;50;92;4;6;6;0;92;0;0;0;0;0;0;0;0;0;0;5;0;8;92;16;104;4;0;0
15303;100mN33335E42398;143;9;14;20;17;31;25;13;11;3;17;26;48;33;19;62;54;6;21;0;0;0;0;114;7;9;8;5;81;62;7;52;84;117;8;14;4;0;117;0;0;0;0;0;0;0;0;0;0;6;3;14;117;26;139;4;0;0
15304;100mN33335E42399;106;11;10;12;17;21;14;5;9;7;17;16;38;15;20;53;36;9;8;0;0;0;0;88;4;5;8;0;51;55;4;34;68;97;0;4;4;0;97;0;0;0;0;0;0;0;0;0;0;0;0;7;97;9;98;8;0;0
15305;100mN33335E42400;211;8;15;30;28;32;37;26;23;12;20;33;60;55;43;88;80;14;26;3;0;0;0;182;12;8;6;3;115;96;16;75;120;192;7;9;3;0;192;0;0;3;0;4;0;0;3;0;0;0;0;9;192;19;207;4;0;0
15306;100mN33335E42401;90;8;9;3;5;16;22;15;7;6;14;5;21;29;21;32;43;9;6;0;0;0;0;79;3;3;5;0;43;47;7;36;47;81;3;3;4;0;81;0;0;0;0;0;0;0;0;0;0;3;0;4;81;9;86;4;0;0
15307;100mN33335E42402;115;11;8;18;12;21;18;17;4;6;17;20;33;30;15;55;37;6;16;0;0;0;0;80;15;9;11;0;67;48;12;37;66;87;11;10;6;0;87;0;0;0;0;0;0;3;0;0;0;5;0;18;87;28;105;9;0;0
15308;100mN33335E42403;97;10;7;19;12;10;18;16;3;3;15;21;22;30;9;48;34;7;8;0;0;0;0;73;7;14;3;0;50;47;5;29;63;74;3;17;0;4;74;0;0;0;0;0;0;0;0;0;0;16;0;5;74;23;79;14;0;4
15309;100mN33335E42404;60;3;5;6;8;11;16;5;6;0;5;8;19;20;8;25;21;3;11;0;0;0;0;50;3;4;4;0;30;30;5;17;38;52;3;6;0;0;52;0;0;0;0;0;0;0;3;0;0;5;0;0;52;8;57;3;0;0
15310;100mN33335E42405;17;0;0;5;0;3;5;0;0;0;0;6;3;6;3;7;7;0;3;0;0;0;0;12;0;3;3;0;12;5;0;7;10;12;0;3;0;3;12;0;0;0;0;0;0;0;0;0;0;3;0;3;12;5;14;0;0;3
15311;100mN33335E42406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15312;100mN33335E42407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15313;100mN33335E42408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15314;100mN33335E42409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15315;100mN33335E42410;4;0;0;0;0;0;0;0;0;3;0;0;0;0;3;0;3;0;0;0;0;0;0;4;0;0;0;0;3;0;0;3;3;4;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;4;0;0;0
15316;100mN33335E42411;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15317;100mN33335E42412;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3;0;0;3;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0
15318;100mN33335E42413;3;0;0;0;0;0;0;0;0;3;0;0;0;0;3;0;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;3;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0
15319;100mN33335E42414;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15320;100mN33335E42415;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15321;100mN33335E42416;7;0;3;0;0;0;0;0;0;0;3;0;0;0;0;4;3;0;0;0;0;0;0;6;0;0;0;0;5;3;0;4;3;6;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;0;0
15322;100mN33335E42417;12;0;0;0;0;0;5;3;0;0;3;0;0;5;4;5;6;0;0;0;0;0;0;11;0;0;0;0;6;6;0;7;5;12;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;11;0;0;0
15323;100mN33335E42418;6;0;0;0;0;0;0;0;0;3;0;0;0;0;4;3;0;3;3;0;0;0;0;4;0;0;0;0;0;5;0;4;0;5;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;6;0;0;0
15324;100mN33335E42419;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;3;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0
15325;100mN33335E42420;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;3;0;0;0;0;0;3;3;0;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0
15326;100mN33335E42421;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0
15487;100mN33336E42385;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15488;100mN33336E42386;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15489;100mN33336E42387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15490;100mN33336E42388;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15491;100mN33336E42389;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15492;100mN33336E42390;45;3;3;11;7;8;4;4;3;3;5;12;15;5;8;23;14;4;4;0;0;0;0;35;0;0;8;0;25;20;6;16;23;39;0;0;5;0;39;0;0;0;0;0;0;0;0;0;0;0;0;6;39;6;40;5;0;0
15493;100mN33336E42391;110;23;12;4;20;25;14;12;0;0;34;5;45;21;5;49;54;0;7;0;0;0;0;101;3;6;0;0;56;54;4;50;56;102;3;6;0;0;102;0;0;0;0;0;0;0;0;0;0;6;0;0;102;8;105;5;0;0
15494;100mN33336E42392;73;10;10;8;8;21;9;6;0;0;17;11;29;12;4;35;36;0;0;0;0;0;0;63;5;3;3;0;37;36;7;27;39;67;0;5;0;0;67;0;0;0;0;0;0;0;0;0;0;5;0;0;67;6;66;7;0;0
15495;100mN33336E42393;75;8;13;17;8;15;7;5;3;0;19;19;23;10;4;52;12;3;8;0;0;0;0;55;4;13;3;0;40;35;6;21;48;56;4;14;0;0;56;0;0;4;0;0;0;0;0;0;0;4;0;10;56;19;71;4;0;0
15496;100mN33336E42394;148;17;26;10;23;31;16;12;7;6;36;17;54;24;17;81;44;7;16;0;0;0;0;116;13;11;8;0;70;78;19;40;89;129;5;11;3;0;129;0;0;0;0;0;0;0;0;0;0;6;0;9;129;19;129;18;0;0
15497;100mN33336E42395;84;10;12;16;16;10;11;3;5;0;20;18;26;13;7;50;15;4;15;0;0;0;0;68;7;3;6;0;38;46;7;28;49;79;0;0;3;0;79;0;0;0;0;0;0;0;0;0;0;0;0;3;79;5;71;13;0;0
15498;100mN33336E42396;32;6;4;3;4;9;0;5;0;0;10;3;13;4;3;20;7;3;3;0;0;0;0;28;0;0;3;0;18;14;0;11;20;30;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;30;3;29;3;0;0
15499;100mN33336E42397;114;22;5;22;15;19;12;9;4;6;27;22;34;16;15;64;34;10;5;0;0;0;0;83;10;9;12;0;57;57;8;28;78;79;10;14;11;0;79;3;0;0;0;0;3;0;3;0;0;5;0;21;79;35;99;13;3;0
15500;100mN33336E42398;123;7;11;24;13;27;21;10;7;3;15;27;40;28;13;66;42;5;10;0;0;0;0;102;9;7;5;0;67;56;9;55;59;109;7;4;3;0;109;0;0;0;0;0;0;0;4;0;3;0;0;6;109;14;118;5;0;0
15501;100mN33336E42399;105;5;12;10;12;31;14;8;8;5;13;14;43;18;17;42;40;7;16;0;0;0;0;92;6;4;3;0;54;51;14;36;55;101;3;0;0;0;101;0;0;0;0;0;0;0;0;0;0;0;0;0;101;4;104;0;0;0
15502;100mN33336E42400;78;4;8;7;7;18;12;9;11;3;12;7;25;13;21;32;37;5;4;0;0;0;0;73;3;3;0;0;44;34;9;34;35;74;0;4;0;0;74;0;0;0;0;0;0;0;0;0;0;3;0;0;74;4;76;3;0;0
15503;100mN33336E42401;26;3;3;0;3;7;5;0;3;3;4;3;10;5;5;7;10;3;4;3;0;0;0;26;0;0;0;0;12;14;3;11;12;26;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;26;0;0;0
15504;100mN33336E42402;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15505;100mN33336E42403;14;5;3;3;0;4;0;0;0;0;7;3;5;0;0;8;5;0;0;0;0;0;0;12;3;0;0;0;6;8;3;6;6;12;3;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;12;3;12;3;0;0
15506;100mN33336E42404;3;0;0;0;0;0;0;0;3;0;0;0;0;0;3;0;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;3;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0
15507;100mN33336E42405;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15508;100mN33336E42406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15509;100mN33336E42407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15510;100mN33336E42408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15511;100mN33336E42409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15512;100mN33336E42410;3;0;0;0;0;0;0;0;0;3;0;0;0;0;3;0;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;3;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0
15513;100mN33336E42411;3;0;0;0;0;0;0;0;3;0;0;0;0;0;3;0;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;3;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0
15514;100mN33336E42412;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15515;100mN33336E42413;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15516;100mN33336E42414;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15517;100mN33336E42415;3;0;0;0;0;0;0;0;3;0;0;0;0;0;3;0;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;3;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0
15518;100mN33336E42416;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15519;100mN33336E42417;22;0;7;0;3;6;4;0;0;0;5;4;9;4;0;10;12;0;0;0;0;0;0;20;0;3;0;0;10;12;0;9;12;17;0;4;0;0;17;0;0;0;0;0;0;0;0;0;0;4;0;0;17;5;19;3;0;0
15520;100mN33336E42418;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15521;100mN33336E42419;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15522;100mN33336E42420;3;0;0;0;0;0;0;0;3;0;0;0;0;0;3;0;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;3;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0
15523;100mN33336E42421;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15685;100mN33337E42385;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15686;100mN33337E42386;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15687;100mN33337E42387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15688;100mN33337E42388;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15689;100mN33337E42389;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15690;100mN33337E42390;8;0;3;0;0;3;0;0;0;0;3;0;3;0;3;3;4;3;0;0;0;0;0;7;0;0;0;0;4;4;0;5;3;8;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;8;0;0;0
15691;100mN33337E42391;48;3;10;6;3;12;6;3;5;0;10;9;15;8;6;25;16;3;4;0;0;0;0;33;3;3;10;0;24;24;0;18;29;33;3;3;11;0;33;0;0;0;0;0;0;0;0;0;0;3;0;12;33;15;46;3;0;0
15692;100mN33337E42392;93;14;6;10;10;15;15;9;12;3;16;14;25;21;17;46;33;3;11;0;0;0;0;65;0;12;13;3;40;53;6;25;62;72;5;10;6;0;72;0;0;0;0;0;0;0;0;0;0;9;0;10;72;21;80;12;0;0
15693;100mN33337E42393;47;3;4;8;6;9;6;7;3;0;7;8;15;11;6;22;16;4;5;0;0;0;0;31;9;0;6;0;22;25;7;16;24;41;5;0;0;0;41;0;0;3;0;0;0;0;0;0;0;0;0;3;41;6;40;7;0;0
15694;100mN33337E42394;68;0;0;0;0;3;0;8;11;44;0;0;4;3;61;7;13;36;12;0;0;0;0;57;3;0;3;5;20;48;7;41;20;68;0;0;0;0;68;0;0;0;0;0;0;0;0;0;0;0;0;0;68;0;65;3;0;0
15695;100mN33337E42395;6;0;0;0;0;0;4;0;0;0;0;0;0;4;3;3;4;0;0;0;0;0;0;6;0;0;0;0;3;3;0;4;3;6;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;0;0
15696;100mN33337E42396;3;0;0;3;0;0;0;0;0;0;0;3;0;0;0;3;0;0;0;0;0;0;0;3;0;0;0;0;0;3;0;3;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0
15697;100mN33337E42397;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15698;100mN33337E42398;61;10;11;6;9;10;7;3;3;3;21;6;19;10;5;32;26;0;3;0;0;0;0;46;4;8;3;0;26;35;11;15;35;48;4;7;0;0;48;0;0;0;0;0;0;0;0;0;0;7;0;5;48;13;49;11;0;0
15699;100mN33337E42399;6;0;0;0;0;0;3;0;0;0;3;0;0;3;0;3;3;0;0;0;0;0;0;4;0;3;0;0;3;3;0;3;4;5;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;0
15700;100mN33337E42400;3;0;0;0;0;3;0;0;0;0;0;0;3;0;0;0;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;3;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0
15701;100mN33337E42401;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15702;100mN33337E42402;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15703;100mN33337E42403;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15704;100mN33337E42404;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15705;100mN33337E42405;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0
15706;100mN33337E42406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15707;100mN33337E42407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15708;100mN33337E42408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15709;100mN33337E42409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15710;100mN33337E42410;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0
15711;100mN33337E42411;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15712;100mN33337E42412;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15713;100mN33337E42413;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15714;100mN33337E42414;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0
15715;100mN33337E42415;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15716;100mN33337E42416;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15717;100mN33337E42417;24;0;5;5;0;10;3;0;0;0;4;7;10;3;0;11;12;0;0;0;0;0;0;22;0;0;0;0;11;13;0;8;15;22;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;22;3;23;0;0;0
15718;100mN33337E42418;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15719;100mN33337E42419;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15720;100mN33337E42420;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
