ARTICLE_ID;COMPANY_ID;PUBLICATION_DATE;INDUSTRY_ID;SOURCE_ID;KEY_WORDS_FOUND;SENTIMENT;RELEVANCE;BOOL_ARTICLE_READ
32779301;20406197;2023-03-23 06:58:40;46;1678417922;announcement, reduce, loan, new, terms, sustainable, reduction, profitability, impacted, significant, strategy, achievement, investment, steady, credit, risk, ESG, assessment, high, progress, pollution, massive, challenge, covid-19, war, increase, success, charge, allegation, stop, criticise, concern, shock, rebuilding, BaFin;2;10;0
31743318;863057;2023-03-05 00:00:00;16;1588865013;cuts, rating, downgrade, increase, decline, loan, unable, interest, debt service, upgrade, terms, fall, credit, strong, weak, significant, change, impacted, interest rate, shortfall, transaction, certificate, balance, note, debts, default, cost, strike, mortgage, income, low, revenues, affect, loss;-2;10;0
15230564;374151764;2022-10-06 12:30:03;29;268668342;offer, purchase, new, progress, upgrade, launch, rise, success, cost, suffer, anxiety, stress, high, appeal, restore;0;2;0
16289928;7704259;2022-11-02 20:05:06;70;2169560392;revenues, escalation, serious, significant, launch, profit, sales, assistance, expenses, cost, compensation, net loss, acquisition, debts, purchase, increase, transition, terms, resources , substantial, growth, expansion, closing, achievement, cuts, change , low, high, weakness, adverse, severe, EMA, reduction, assessment, deficiency, sell, strategy, progress, provision, risk, Uncertainty, covid-19, Liability, lawsuit, fluctuation, unexpected, delay, difficulties, impacted, opportunity, competition, affect, shorting, investment, trial, obligation, SEC, material, regulation, loss, equity, interest , income, process, capital, asset;0;2;0
17255528;22687466;2022-12-01 00:00:00;6;469508050;record, interest, restriction, budget, currency, earnings, reduce, method, human error, unforeseen, critical, investment, purchase, process, affect, failure, dispute, chaos, hinder;5;1;0
13155508;675820252;2022-08-04 15:30:01;29;268668342;offer, innovation, cuts, demonstration, gain, data breach, capital;0;1;0
32005613;190876;2023-03-09 17:10:03;37;2582000400;dynamic, spread, fall, yield, rise, down, shorting;-4;7;0
10457887;2446002;2022-04-28 08:32:08;50;2652121518;announcement, provision, material, charge, financial statement, decrease, revenue, profit, earning, equity, note, asset, fee, income, expense, change, gain, loss, disposal, liability, investment, premium, growth rate, death, invalid, contract, term, solvency, capital, margin, high, affect, increase, sell, restriction, regulation, unable, sale, short, drop, reduce, rise, pressure, yield, impairment, interest;0;8;0
33033187;565710;2023-03-28 11:23:55;8;2242843662;launch, change, shorting, terms, new, search, expansion, challenge, closing, reserves, high, court, block, impacted;-2;1;0
16373917;1249808;2022-11-04 21:19:24;29;2593434532;interest rate, growth, painful, inflation , gain, decline, unemployment rate, rise, low, strong, challenge, down, high, takeover, new, lay off, lose, firing, issues, central bank, virus, sell, reduce, chance, Ruling, order, cost, interest , fail, settlement, protest, strike, accuse, eroding, balance, S&P;-2;3;0
13452113;1010108;2022-08-15 12:00:01;29;1883606747;acquisition, critical, terms, transaction, high, growth, significant, innovation, investment, strategy, resources , increase, capital, revenues, equity;0;3;0
11486155;4515589;2022-06-07 20:29:33;50;2593434532;loss, expense, cost, revenue, fall, short;0;3;0
14087341;36218564;2022-09-05 15:37:00;51;260329953;takeover, cost, significant, terms, new, increase, stable, premiums, announcement, sales, under pressure, reject, growth, leverage, material, opportunity, offer, revenues, fall, down, rise;10;4;0
11401761;154194892;2022-06-02 00:00:00;24;3866031021;new, fire, funding, high, investment, sense of urgency, cost;0;3;0
28730926;26424704;2023-02-11 00:00:00;36;2774391435;complex, terms, contract, crash, profit, sell, cost, collapse, crime, new, defer, offer, block;5;1;0
15396359;25018282;2022-10-11 07:22:05;56;2652121518;change , announcement, sales, earnings, revenues, strong, increase, material, fall, difficult, weak, high, shorting, affected, low, process, cost;0;10;0
29031994;1791977;2023-02-15 20:19:08;29;2652121518;rating, default, steady, negative, split, low, stable, recovery, spread, failure, downgrade, compliance, credit, pressure, new, change, high, exit, credit rating, conflict, interest, procedure, issues, Fitch, investigation, offer, sell, appraisal, auditor, financial statement, affect, warrant, creditworthiness, risk, loss, sales, investment, fee, currency, assignment, prohibited, reserves;0;1;0
25932596;105311833;2023-01-25 00:00:00;15;2857795928;process, hard, extensive, resources, delay, change, Ruling, reduce, new, union, regulation, worsened, concern, opportunity, down, reduction, firing, overload, unreasonable, expensive, notice, appeal, allegation, fail, shorting, offer, high, competitive, tight, unemployment rate, cost, problem, inefficient, progress, load, burdensome, difficult;-5;2;0
12318027;586199515;2022-07-07 00:00:00;50;1514249936;issues, warning, threat, stealing, increase, notice, rise, risk, compliance, cost, asset, regulator, sanctions, complex, takeover, new, reduce, competition, investigation, painful, settlement, launch, change , suspend, appeal, aid, cuts, retirement, regulation, fall, block, breach, process, order, progress, turmoil, suspension, withdrawal, bankruptcy, victim, court, investment, crime, cracks, down, split, rebellion, quit, turnover, criticism, sell;-5;2;0
25008459;6533324;2023-01-20 13:00:12;59;268668342;cuts, launch, new, sell, process, melt, intensive, complex, significant, fine, difficult, vibrant, drop, offer, competition, note, sales, impacted, premiums, high;1;10;0
16998771;26019800;2022-11-23 07:45:45;36;869017848;liquidation, notice, order, liquidator, closing, down, creditor, court, sell, asset, debts, insolvency;0;1;0
33052802;405739;2023-03-29 00:00:00;50;3246389950;Übernahme, Verfahren, Skandal, Behörde, schwer, Rüge, Untersuchungen, Risiko, Verlust, schlecht, Schwäche, zweifelhaft, fehlerhaft, erheblich, Mangel, Aufsicht, Kosten;-6;10;1
24721613;739758;2023-01-18 00:00:00;13;2523307615;revenues, capital, purchase, cost, sell, rating, stable, terms, strong, leverage, debts, debt service, sales, low, margins, high, weaken, concern, increase, rise, lack, recovery, loss, expansion, load, growth, order, stress, risk, provision, income, assessment, burden, investment, eroding, reduce, liquidity, affect, upgrade, negative, downgrade, capital requirements, bad, credit rating, transition, competitive, unemployment, authority, block, resources, contract, drought, problem, new, rebuilding, critical, obligation, weakness, upward trend, impacted, fee, expenses, reduction, change, ESG, credit, issues, compliance, interest, prohibited, reserves, Fitch, investigation, offer, procedure, appraisal, auditor, financial statement, warrant, creditworthiness, currency, assignment;4;3;0
13676027;25989881;2022-08-22 00:00:00;44;2641971552;lay off, job cut, recession, fear, contract, cuts, transition, rebuilding, essential, growth, slowdown, cost, acquisition, gain, purchase, impacted, reduce, expenses, loss, economic crisis, fall, sales, earnings, restructure, challenge, ceo, drop, high, inflation , speculate, down, closing, uncertain, economic downturn, strong, downturn, budget, worsened, bad, mortgage, revenues, rise, increase, concern, lose, reduction, warning, boom, new, announcement, interest rate, S&P, issues, unemployment, jobless, collapse;-5;1;0
5929945;61206100;2022-03-01 00:00:00;23;2189194846;new, issues, suspend, sell;0;2;0
11406820;378755;2022-06-03 20:16:58;62;895046047;competition, opposition, takeover, block, merger;-2;7;0
17257953;99153859;2022-12-01 00:00:00;55;2190854168;Streit, Gericht, Problem, Eigentümerwechsel, Standard, betroffen, Schwierigkeiten, Mahnung, Klage, Einbuße, Schaden, sanieren, Mangel, stören, zerstören, drastisch, Kündigung, Vorwurf, bedrohen, ungerecht, unterdrücken, Sorge;-5;1;0
31567987;11868292;2023-03-03 09:21:00;29;2799134895;supervisory, resign, new, competition, down, turnover, profit;1;10;0
11366679;20703505;2022-06-01 14:55:44;56;2169560392;credit, risk, complex, industry leader, compliance, rise, fall, equity, uncertainty, strain, margin, hard, change, challenge, obstacle, revenue, increase, S&P, asset, process, transformation;0;1;0
11121241;7680654;2022-05-19 00:00:00;6;4154357336;issue, close, interest, order, yield, process, new, progress, complex, search, note, fall, launch, cost, strong, high, strike, extensive, lack, resource, reserve, cut, low, down, term;0;10;0
32241108;11885631;2023-03-15 00:00:00;29;3762738417;capital, gain, dividend, closing, rise, increase, sales, complex, innovation, leverage, revenues, launch, process, change, purchase, down, profit, growth, yield, bad, decrease, dynamic, decline, negative, loss, deterioration, earnings;0;1;0
16592765;708827794;2022-11-11 00:00:00;56;2826838612;cooperation, issues, opportunity, increase, launch, closing, high, currency, note, asset, offer, new, terms, Ruling, surges, court, dispute;0;1;0
10519114;3533845;2022-05-01 00:00:00;50;896685139;new, credit, budget, charge, high, upgrade, record;0;1;0
26313046;54558067;2023-01-27 00:00:00;13;3983607022;high, affect, sales, suffer, loss, decline, increase, import, cost, depreciation, profit, rise, expenses, defer, purchase, currency, reserves;-8;8;0
33033978;3724033;2023-03-28 12:47:10;48;268668342;growth rates, investment, strong, growth, hard, SEC, high, asset, retirement, note;0;3;0
30275469;204594414;2023-02-22 00:00:00;75;4154357336;issues, closing, purchase, transaction, offer, liquidity, redemption, provision, interest, notice, trustee, authority, shorting, investment;0;10;0
24340596;51184653;2023-01-17 00:00:00;46;1417452560;Neu, steigen, übernehmen, fest, Ruhestand, Digitalisierung, Innovation, CEO, Wettbewerb, EZB, CFO, Vorsitzender;0;7;1
16277933;4464759;2022-11-02 14:17:56;29;2946553730;new, crucial, offer, funding, change , sustainable, increase, investment, equity, cuts, growth, innovation, gain, launch, vulnerable, industry leader, profit, search, sales, challenge, opportunity, significant, impacted, leverage;0;2;0
24163108;417222;2023-01-15 18:06:40;50;407248838;dividend, share buyback, transition, margins, sales, significant, investment, increase, strategy, resources, reduce, union, complain, low, profit, sustainable, interest, upgrade, asset, split, regulator, cost, new;5;1;0
30514479;869045;2023-02-24 00:00:00;51;3762738417;capital, gain, dividend, closing, rise, increase, risk, CFO, offer, investment, mortgage, yield, dynamic, decline, loss, change, revenues, earnings, growth;0;1;0
12014141;393697;2022-06-27 13:15:00;69;2169560392;new, ceo, offer, mortgage, income, challenge, loan, process, stress, anxiety, Uncertainty, risk, credit, issues, change , default, lawsuit, damage, unauthorized, disagree, sentence, low, problem, threat, data breach, capital markets, merger, acquisition, sales, strong, high, miss, growth, reduce, cost, worry, increase, complex, assistance, disaster, recovery, sell, strategy, leverage, costly, revenues, method, block, shorting, negative, terms, announcement;0;7;0
13300843;35962803;2022-08-09 00:00:00;70;2294972321;closing, acquisition, transaction, investment, terms, asset, significant, growth, expansion, strategy, debts, offer, impacted;0;1;0
12857885;11293393;2022-07-21 00:00:00;2;1852963222;dramatic, change , new, process, cost, high, export, strong, increase, down, squeeze, margins, terms, expansion, rise, material, growth, load, low, challenge, reduce, transformation, competitive, stabilized, innovation, upgrade, merger, acquisition, progress, conversion, competition, problem, difficulties;0;1;0
33105517;4520531;2023-03-29 22:07:51;29;2169560392;transaction, proceedings, investment, court, asset, issues, new, cancel, equity, creditor, loan, order, restructure, credit, indebtedness, recovery, sales, process, terminate, termination, assistance, authority, regulation, terms, material, cost, reduction, yield, premiums, export, achievement, risk, Uncertainty;0;1;0
27427326;472898;2023-02-01 00:00:00;50;609642088;new, high, exit, mortgage, unclear, capital, capital markets, growth, involuntary, profit, sustainable, sales, turnover, difficult, debts, challenge, balance, cuts, rise, issues, transaction;6;6;0
32006616;4731091;2023-03-09 00:00:00;50;3327389755;asset, decrease, depreciation, decline, outflow;-5;5;0
28861525;4478511;2023-02-14 00:00:00;15;4073050427;new, offer, investment, cuts, transformation, critical, margins, charge, high, cost, material, low, reduce, increase, sustainable, impacted, resources, growth;5;1;0
15623272;262600100;2022-10-17 00:00:00;28;1951464936;Herausforderung;0;1;0
12441647;531036744;2022-07-12 04:03:02;60;2652121518;announcement, capital increase, equity, interest , new, issues, terms, transaction, acquisition, balance, revenues, profit, investment, provision, unable, sales, record, compensation, expenses, concern, determination, obligation, failure, change , cooperation, order, process;5;2;0
17773839;658776;2022-12-16 00:00:00;46;3762738417;asset, profit, order, loss, gain, price decline, decline, terms, yield, loan, credit, income, low;-2;5;0
11361700;20447396;2022-06-01 00:00:00;50;1474493171;(null);0;1;0
31603705;674954097;2023-03-03 20:58:40;15;895046047;virus, authority, cracks, down, death, arrest, change, new, Ruling, order, certificate, violation, Covid, protest, strategy, risk, covid-19, high, unacceptable, dangerous, investigation, injury, blame, import, alert, issues;-5;10;0
16887691;41693368;2022-03-03 07:56:40;69;2652121518;fall, conflict, low, closing, equity, interest, rise, Uncertainty, war, profit, strong, revenues, share buyback, high, sales, cost, dividend, increase, payout, asset, record, loss, capital, growth, margins, fee, conversion, impairment, provision, credit loss, sanctions, hurt, down, shorting, terms, shortage, disruption, note, suspend, risk, contract, gain;5;2;0
23762601;49439457;2023-01-06 00:00:00;11;1872083650;issues, new, cost, competitive, resources;3;8;0
31925573;423355;2023-03-08 06:55:49;29;2652121518;increase in sales, decrease in profits, increase, sales, profit, strong, growth, expansion, covid-19, transition, material, delay, impacted, fall, default, Uncertainty, terms, revenues, stable, launch, new, high, hard, strategy, income, decline, affect, contract, rise, severe, restriction, record, capital investment, recovery, order, cooperation, acquisition, sell, margins, low, change, upturn, investment, damage, annual report, reserves;0;3;0
31937738;663735021;2023-03-08 17:26:00;16;201228862;budget, funding, criticism, offer, breakdown, interest payment, debts, costly, interest rate, process, closing, revenues, affect, deficit, growth, inflation, cost, reduce, solvency, cuts, reduction, fail, subsidy, expansion, credit, down, change, terms, borrowing limit, increase, default, unable, budget deficit, balance, Shutdown, shorting, high, miss;2;5;0
31565153;214938908;2023-03-03 00:00:00;15;1010001119;scam, collaborate, alert, issues, obstacles;0;4;0
28300753;21835;2023-02-08 21:13:06;56;2593434532;threat, search, concern, plunge, decline, earnings, slowdown, revenues, sales, fall, downturn, fear, mistake, lose, worry, launch, challenge, trial, lawsuit, regulator, opportunity;-5;10;0
16325730;321882;2022-11-03 12:45:20;59;4035003633;strong, profit, Uncertainty, investment, hard, terms, difficult, impacted, significant, challenge, sustainable, increase, material, risk, progress, funding, competition, rise, revenues, profitability, capital, low, high, gain, Liability, debts, split, new, acquisition;-2;5;0
30271968;11146791;2023-02-23 00:00:00;18;214695019;rise, recovery, increase, high, expansion, budget, reduce, offer, sales, low, cost, impacted, terms;5;7;0
15147983;879703;2022-10-03 00:00:00;34;1483791611;comparison, drop, competitive, cost, expensive, sell, down, change , steady, inflation , decrease, low;2;6;0
16073072;312912102;2022-10-28 00:00:00;56;1077670597;inflation , decline, gain, transition, capital, hard, investment, fall, cuts, GDP growth, bad, deficit, growth, sales, purchase, contract, recession, downturn, unexpected, deteriorate, mortgage, significant, substantial, jobless, low, high;5;2;0
31945201;382553;2023-03-09 00:00:00;44;3762738417;asset, down, profit, order, loss, gain, price decline, decline;0;3;0
12416822;252514251;2022-07-11 00:00:00;15;1077670597;surges, victim, intensify, crisis, bad, conflict, disruption, increase, cost, insecurity, death, disastrous, down, weaken, severe, slump, aid, war, drought, resources , cuts, high, reduce, funding, gap, rise, hard, terms, record, fail, dynamic, catastrophic, breakdown, credit, risk, lack, weak, spread, problem, delay, growth, stabilization, critical, stable, suffer;-5;1;0
19674739;24937;2022-12-16 00:00:00;58;428848739;lawsuit, court, record, cheat, trial, bad, ceo, illegal, stealing, problem, harm;-1;5;0
28320526;630409;2023-02-09 00:00:00;22;3236067969;Opfer;0;8;0
27191508;248690656;2023-02-02 00:00:00;50;1167664453;closing, issues, opportunity, terms, investment, announcement;0;9;0
20458286;632189140;2022-12-20 15:28:31;16;2179473588;verkauft, Zusammenbruch, Übernahme, Liquiditätsprobleme, Problem, Verzögerung, unklar, Behauptung, Anklage, Verdacht, Geldwäsche, Umsatz, Gewinn, negativ, schlecht, Behörde, Finanzierung;-6;10;0
19656288;874912;2022-12-16 00:00:00;51;4112564869;dispute, legal dispute, earnings, interest, legal action, sales, settlement, nullify, contract, issues, anger, disappointment, blame, fee, assistance, financial difficulties;-5;2;0
15188985;10717628;2022-10-05 11:29:28;50;1302119099;announcement, acquisition, disposal, change , breakdown, obligation, new, conversion, recall, settlement, interest ;0;10;0
31479538;20765463;2023-02-28 00:00:00;70;2541735311;down, surges, closing, shorting, order, increase, interest, drop, steady, rise, cuts, fear, balance;5;3;0
28102564;1681275856;2023-02-08 00:00:00;50;3762738417;asset, down, fall, profit, ceo, order, loss, gain, price decline, decline, yield, supervision, compliance;0;1;0
12489967;361335;2022-07-13 00:00:00;41;1407396393;painful, closing, launch, sales, unbearable, innovation;0;6;0
31178835;5528233;2023-02-27 00:00:00;55;1417452560;schwer, schlecht, schwierig, beklagen, Digitalisierung, Neu, fest, Ruhestand, übernehmen, steigen, Innovation, CEO, Wettbewerb, Erfolg, unsicher, Veränderung, Kosten, Cybersicherheit, profitieren, Zentralbank, EZB;0;4;0
15784092;32012;2022-10-21 00:00:00;69;3392618703;new, offer, growth, chance, decline, cost, revenues, Ruling, announcement;-3;3;0
13659479;99257403;2022-08-22 00:00:00;69;2384204595;controversy, high, new, concern, revenues, profit, surges, earnings, launch, drop, loss, growth, strong, order, significant, fall, firing, down;4;7;0
33004657;661635;2023-03-27 00:00:00;50;4154357336;issues, closing, offer, rating, high, upgrade, interest, in arrears, obligation, indebtedness, opportunity;0;2;0
21601809;127670010;2022-12-29 14:00:09;16;2965140623;new, acquisition, strategy, budget, appeal, challenge, funding, criticize, essential, extensive, stress, recall;-1;7;0
31997501;34093;2023-03-09 23:55:00;50;201228862;lose, drop, sell, asset, decline, fall, loss, capital, new, inflation, rise, interest rate, low, payout, problem, deposit withdrawal, yield, trouble, fear, sales, investment, debts, gain, liquidity, concern, solvency, interest, spread, collapse, down, meltdown, cracks, Ruling, earnings, suffer, boom, loan, record, surges, annual report, balance, funding, terms, Liability, risk, downturn, serious, harm, weaken, unexpected, high, extensive, equity, slowdown, credit, note, downgrade, cost, pressure, financial statement, gap, mortgage, issues, default, plunge, shorting, profit, borrowing;-5;1;1
10507120;6527384;2022-04-30 00:00:00;41;2396001506;tight, upgrade, cost, reserve, funding, new, note, increase, investment, high, fail, sell, change, shrink, devastating, budget, cut, expect loss, trial, term, prohibit, fee, fall, short, offer;-2;2;0
11402600;708793600;2022-06-03 00:00:00;36;4154357336;issue, impact, offer, accountant, capital, investment, high, growth, extensive, close, equity, strategy, expansion, premium, sell;1;10;0
23907897;128115525;2023-01-11 00:00:00;15;2927671283;strike, prohibited, union, deny, harm, dispute, illegal, down, increase, unlawful, expensive, low, cost, interest, stop;-5;2;0
16861744;22788598;2022-11-18 00:00:00;56;1485833512;(null);0;1;0
24461145;1791977;2023-01-17 15:06:07;29;2652121518;fear, investment, asset, risk, capital, conflict, death, war, dependency, change, new, high, inflation, restriction, low, massive, margins;0;1;0
26150432;143249843;2023-01-26 05:44:48;28;1761237856;closing, concern, deterioration, difficult, upgrade, warning, closure, impacted, announcement, cancel, issues, violation, severe, down;-5;1;0
17390308;4203914;2022-12-05 00:00:00;50;3212721460;inflation, tight, surges, lack, increase, recession, down, central bank, interest rate, defeat, unemployed, terms, price pressure, pressure, interest, reduction, deficit, record, drop, chance, deterioration, balance, cooperation, import, sanctions, reduce, investment, reserves, cost, borrowing, fiscal deficit, budget, high, interest payment, revenues, shortfall, constraint, cuts, loss;-1;10;0
16322798;113970951;2022-11-01 00:00:00;41;1872083650;issues, record, subsidy, reduce, cost, new, premiums, loss, change , income, high, offer, increase, sell, funding, assessment, low, credit, reduction, spread, catastrophic, split, essential, substance, covid-19, terminate, budget, steady, competition, assistance, charge, delay, critical, miss, chance, expansion, decrease, decline, vulnerable;0;1;0
28278667;5547283;2023-02-08 17:01:06;50;2293073229;Veränderung, negativ, Ausschüttungen, Verkauf, Erlöse, Transaktion, Investition, Ertrag, Standard, Abweichung;0;1;0
6752791;796830;2022-03-07 00:00:00;50;1192923482;uncertainty, inflation, rise, interest rate, conflict, equity, dramatically, adverse, shock, growth, impact, capital, crisis, note, new, cost, financial crisis, high, asset, leverage, exit, record, increase, investment, sale, acquisition, close, drop, strategy, growth rate, surge, change, funding;5;1;0
16105069;11791202;2022-10-29 00:00:00;50;3650422687;order, loss, blame, sales, net loss, profit, fall, divest, revenues, down, sales decline, written off, asset, lay-off, divestment, affect, weak, growth, inefficient, sell, record loss, CFO, resign;-5;1;0
11157840;112732;2022-05-22 00:00:00;48;1081521637;offer, strategy, fraud, doubt, purchase, innovation, threat, sale, fake, difficult, phishe, criminal, alert, debit, credit, transaction, defect, expense, term, commission;0;2;0
31997501;272383;2023-03-09 23:55:00;46;201228862;lose, drop, sell, asset, decline, fall, loss, capital, new, inflation, rise, interest rate, low, payout, problem, deposit withdrawal, yield, trouble, fear, sales, investment, debts, gain, liquidity, concern, solvency, interest, spread, collapse, down, meltdown, cracks, Ruling, earnings, suffer, boom, loan, record, surges, annual report, balance, funding, terms, Liability, risk, downturn, serious, harm, weaken, unexpected, high, extensive, equity, slowdown, credit, note, downgrade, cost, pressure, financial statement, gap, mortgage, issues, default, plunge, shorting, profit, borrowing;-5;2;1
17203141;53417399;2022-11-29 11:30:00;50;486305866;change, cost, challenge, transition, resources, innovation, critical, strategy, budget, investment, funding, opportunity, danger, increase, threat, firing, victim, new, launch, leverage, export, growth, competitive, reduction, lose, miss, massive;0;2;0
27105763;6462500;2023-01-31 00:00:00;51;428848739;lawsuit, disagree, order, income;0;6;0
17740723;682034362;2022-12-14 00:00:00;16;1417452560;fallen, verringern, Fortschritt, Compliance, Digitalisierung, Neu, Innovation, Transformation, CEO, übernehmen, Ruhestand, Vorsitzender, Zusammenschluss, Kooperation, Finanzvorstand;5;1;0
11082250;597765698;2022-05-17 00:00:00;27;597755213;new, high, pressure, increase, contract, fire, charge, down, close, interest;5;1;0
11731048;5478332;2022-06-15 00:00:00;19;317388360;Insolvenzverfahren, Verfahren, Widerspruch, Gericht, beeinträchtigen, Verordnung;0;1;0
17264287;7185234;2022-12-01 00:00:00;8;1903937616;new, essential, investment, chance, difficulties, high, inflation, lose, note, opportunity, relentless, strike, devastating, strong;0;1;0
16777270;35385275;2022-11-16 20:45:00;48;3182763087;lawsuit, purchase, issues, cost, obligation, complaint, allege, transaction, regulator, fail, investigation, suffer, loss, plaintiff, recovery, compensation, fee, record, high, extensive, complex, litigation;0;2;0
23950159;875060;2023-01-13 00:00:00;20;3770466652;danger, decline, boom, covid-19, massive, new, crime, vicious circle, fail, cuts, hard, fall, order decline, suffer, war, change, rise, success, crumbling, hamper;-3;10;0
12314406;6866114;2022-07-07 07:50:27;50;2652121518;CFO, retirement, search, process, announcement, warrant, Liability, loss, damage;0;9;0
17492527;398625;2022-12-08 00:00:00;50;224794478;fall, shorting, lose, closing, gap, increase, change, refuse, accuse, yield, opportunity, ceo, resources, investment, equity, progress;0;3;0
12781234;424996398;2022-07-22 00:00:00;70;2325533965;Gewinn, schlecht, Schaden, gefährlich, Wirtschaftsprüfer, verlieren, warnen, Ertrag, Kosten, Kapital, Darlehen, Tilgung, reduzieren, einmalig, Transaktion, Fehler;5;1;0
15302609;100491;2022-10-07 00:00:00;16;1588865013;accountant, procedure, calculation, purchase, contract, order, sales, expenses, court, terms, material, critical, sell, asset, debts, bankruptcy, investment, capital markets, compliance, creditor;0;2;0
16614738;618735529;2022-11-11 00:00:00;50;2893386114;launch, record, investment, risk, asset, fall, terms, gain, market volatility, rating, high, low, order, new, closing;0;7;0
27904714;1169178;2023-02-03 00:00:00;50;1716199239;rise, high, weak, shorting, terms, low, resources, down, purchase, fall;0;2;0
13909066;5828266;2022-08-31 18:53:03;2;3468500653;reserves, ceo, record;4;6;0
13070997;1680696;2022-08-01 15:54:04;63;4186866259;change , down;0;4;0
15676139;317037;2022-10-18 00:00:00;26;3838303690;launch, purchase, rise, new, rating, increase, method, hard;0;10;0
13269821;81588547;2022-08-08 00:00:00;-1;3952205460;Standard, Ergebnis, Zuwachs, Druck, Schwierigkeiten, Neu, Zukauf;0;1;0
32484436;746261;2023-03-20 00:00:00;50;3436302576;verlieren, stabil, Finanzkrise, brechen, Rückgang, minus, Problem, Pleite, Sorge, Zentralbank, EZB, Kredit, Ungewissheit, Krise, notleidende Kredite, Kapital, Liquidität, Rentabilität, Herausforderung, Reserven, schneidet, Risiko, Leitzins, unter Druck, Verbindlichkeit, Corona, Verschuldung, warnen, Inflation;5;1;1
32006290;12465703;2023-03-09 21:15:00;50;1883606747;dividend, record, closing, investment, strategy, high, risk, Uncertainty, affect, achievement, obligation, new;1;10;0
26923514;233370664;2023-01-31 00:00:00;53;3511357950;complex, change, new, shrink, court, rise, note, significant, reduce, concern, problem, closing;3;7;0
17276307;31069836;2022-12-01 00:00:00;36;1622516330;new, competitive, merger, impacted, significant, change, transition, leverage, sustainable, reduce, closing;1;10;0
11886936;5492209;2022-06-24 00:00:00;3;314420909;squeeze, concern, cuts, high, low, reduce, stop, suspend, unsustainable, sell, import, down, profitability, unprofitable, premiums, sales, cost, increase, strong, sanctions;-5;1;0
